dewpoint,humidity,pressure,temp,visibility,wdirdegrees,windspeed,minTemp,maxTemp,date
11.666666666666666,52.916666666666664,-2659.6666666666665,22.333333333333332,2.25,23.333333333333332,2.466666666666667,19.0,30.0,1996-11-01
10.458333333333334,48.625,1009.8333333333334,22.916666666666668,3.4761904761904763,106.66666666666667,8.028571428571428,17.0,31.0,1996-11-02
12.041666666666666,55.958333333333336,1010.5,21.791666666666668,2.286363636363636,106.66666666666667,4.804545454545455,16.0,29.0,1996-11-03
10.222222222222221,48.05555555555556,1011.3333333333334,22.72222222222222,2.3266666666666667,55.55555555555556,1.964705882352941,15.0,29.0,1996-11-04
8.2,29.4,1011.8,27.8,3.9,208.0,10.02,24.0,30.0,1996-11-05
9.0625,47.875,1011.8125,21.9375,3.290909090909091,94.375,6.072727272727272,15.0,29.0,1996-11-06
9.458333333333334,48.0,1013.4166666666666,21.75,2.734782608695652,117.91666666666667,3.395652173913043,15.0,30.0,1996-11-07
8.130434782608695,45.21739130434783,1014.7083333333334,21.26086956521739,2.709090909090909,87.08333333333333,2.3249999999999997,15.0,29.0,1996-11-08
7.7727272727272725,47.18181818181818,1013.8636363636364,19.90909090909091,2.8684210526315788,117.27272727272727,4.978947368421053,15.0,28.0,1996-11-09
6.681818181818182,44.13636363636363,511.59090909090907,20.454545454545453,3.3049999999999997,117.27272727272727,6.523809523809524,14.0,29.0,1996-11-10
5.782608695652174,37.73913043478261,1012.4782608695652,22.08695652173913,2.915,82.6086956521739,4.6450000000000005,14.0,30.0,1996-11-11
7.541666666666667,39.333333333333336,553.3333333333334,23.458333333333332,2.7458333333333336,64.58333333333333,4.020833333333333,16.0,31.0,1996-11-12
12.181818181818182,51.22727272727273,533.6086956521739,23.363636363636363,1.6235294117647059,93.04347826086956,3.4941176470588236,17.0,34.0,1996-11-13
8.722222222222221,45.72222222222222,1016.8888888888889,21.88888888888889,2.45625,107.77777777777777,5.33125,14.0,28.0,1996-11-14
7.333333333333333,53.44444444444444,1019.0555555555555,17.61111111111111,2.566666666666667,242.22222222222223,9.266666666666667,12.0,26.0,1996-11-15
